include,source,title,authors,url,doi
NO,zenodo,"Figure 7 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure7
NO,zenodo,"Figure 7 from: Gerovasileiou V, Dailianis T, Panteri E, Michalakis N, Gatti G, Sini M, Dimitriadis C, Issaris Y, Salomidi M, Filiopoulou I, Doğan A, Thierry de Ville d'Avray L, David R, Ҫinar M, Koutsoubas D, Féral J, Arvanitidis C (2016) CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea. Biodiversity Data Journal 4: e8692. https://doi.org/10.3897/BDJ.4.e8692","- Gerovasileiou, Vasilis
- Dailianis, Thanos
- Panteri, Emmanouela
- Michalakis, Nikitas
- Gatti, Giulia
- Sini, Maria
- Dimitriadis, Charalampos
- Issaris, Yiannis
- Salomidi, Maria
- Filiopoulou, Irene
- Doğan, Alper
- Thierry de Ville d'Avray, Laure
- David, Romain
- Ҫinar, Melih Ertan
- Koutsoubas, Drosos
- Féral, Jean-Pierre
- Arvanitidis, Christos",,10.3897/BDJ.4.e8692.figure7
NO,zenodo,"Figure 7 from: Runnel V, Peterson M, Zirk A (2017) ""My naturesound"" - nature observations with sound recordings. Biodiversity Data Journal 5: e20200. https://doi.org/10.3897/BDJ.5.e20200","- Runnel, Veljo
- Peterson, Marko
- Zirk, Allan",,10.3897/BDJ.5.e20200.figure7
NO,zenodo,"Figure 7 from: Silvertown J, Harvey M, Greenwood R, Dodd M, Rosewell J, Rebelo T, Ansine J, McConway K (2015)  Crowdsourcing the identification of organisms: A case-study of iSpot. ZooKeys 480: 125-146. https://doi.org/10.3897/zookeys.480.8803","- Silvertown, Jonathan
- Harvey, Martin
- Greenwood, Richard
- Dodd, Mike
- Rosewell, Jon
- Rebelo, Tony
- Ansine, Janice
- McConway, Kevin",,10.3897/zookeys.480.8803.figure7
NO,zenodo,"Figure 7 from: Steeman R, Vanreusel W, Barendse R, Verloove F, Wysmantel N, Van den Bussche W, Gyselinck T, Hendrickx P, Zwaenepoel A, Van Vooren P, Jacobs S, Desmet P, Gielen K, Herremans M, Swinnen K, all plant working groups and plant observers   (2017) Waarnemingen.be – Plant occurrences in Flanders and the Brussels Capital Region, Belgium. PhytoKeys 85: 1-10. https://doi.org/10.3897/phytokeys.85.14925","- Steeman, Roosmarijn
- Vanreusel, Wouter
- Barendse, Rutger
- Verloove, Filip
- Wysmantel, Nico
- Van den Bussche, Walter
- Gyselinck, Thomas
- Hendrickx, Pieter
- Zwaenepoel, Arnout
- Van Vooren, Pierre
- Jacobs, Steven
- Desmet, Peter
- Gielen, Karin
- Herremans, Marc
- Swinnen, Kristijn R.R.",,10.3897/phytokeys.85.14925.figure7
NO,zenodo,"Figure 7 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure7
NO,zenodo,"Figure 7 from: Vattakaven T, George R, Balasubramanian D, Réjou-Méchain M, Muthusankar G, Ramesh B, Prabhakar R (2016) India Biodiversity Portal: An integrated, interactive and participatory biodiversity informatics platform. Biodiversity Data Journal 4: e10279. https://doi.org/10.3897/BDJ.4.e10279","- Vattakaven, Thomas
- George, Rohit
- Balasubramanian, Dhandapani
- Réjou-Méchain, Maxime
- Muthusankar, Gowrappan
- Ramesh, Brahmasamudra
- Prabhakar, R",,10.3897/BDJ.4.e10279.figure7
NO,zenodo,Figure 8 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure8
NO,zenodo,"Figure 8 from: Brown B, Hartop E (2017) Mystery mushroom malingerers: Megaselia marquezi Hartop et al. 2015 (Diptera: Phoridae). Biodiversity Data Journal 5: e15052. https://doi.org/10.3897/BDJ.5.e15052","- Brown, Brian
- Hartop, Emily",,10.3897/BDJ.5.e15052.figure8
NO,zenodo,"Figure 8 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure8
NO,zenodo,"Figure 8 from: Silvertown J, Harvey M, Greenwood R, Dodd M, Rosewell J, Rebelo T, Ansine J, McConway K (2015)  Crowdsourcing the identification of organisms: A case-study of iSpot. ZooKeys 480: 125-146. https://doi.org/10.3897/zookeys.480.8803","- Silvertown, Jonathan
- Harvey, Martin
- Greenwood, Richard
- Dodd, Mike
- Rosewell, Jon
- Rebelo, Tony
- Ansine, Janice
- McConway, Kevin",,10.3897/zookeys.480.8803.figure8
NO,zenodo,"Figure 8 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure8
NO,zenodo,"Figure 8 from: Vattakaven T, George R, Balasubramanian D, Réjou-Méchain M, Muthusankar G, Ramesh B, Prabhakar R (2016) India Biodiversity Portal: An integrated, interactive and participatory biodiversity informatics platform. Biodiversity Data Journal 4: e10279. https://doi.org/10.3897/BDJ.4.e10279","- Vattakaven, Thomas
- George, Rohit
- Balasubramanian, Dhandapani
- Réjou-Méchain, Maxime
- Muthusankar, Gowrappan
- Ramesh, Brahmasamudra
- Prabhakar, R",,10.3897/BDJ.4.e10279.figure8
NO,zenodo,"Figure 9 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.figure9
NO,zenodo,"Figure 9 from: Silvertown J, Harvey M, Greenwood R, Dodd M, Rosewell J, Rebelo T, Ansine J, McConway K (2015)  Crowdsourcing the identification of organisms: A case-study of iSpot. ZooKeys 480: 125-146. https://doi.org/10.3897/zookeys.480.8803","- Silvertown, Jonathan
- Harvey, Martin
- Greenwood, Richard
- Dodd, Mike
- Rosewell, Jon
- Rebelo, Tony
- Ansine, Janice
- McConway, Kevin",,10.3897/zookeys.480.8803.figure9
NO,zenodo,"Figure 9 from: Suprayitno N, Narakusumo R, von Rintelen T, Hendrich L, Balke M (2017) Taxonomy and Biogeography without frontiers – WhatsApp, Facebook and smartphone digital photography let citizen scientists in more remote localities step out of the dark. Biodiversity Data Journal 5: e19938. https://doi.org/10.3897/BDJ.5.e19938","- Suprayitno, Nano
- Narakusumo, Raden Pramesa
- von Rintelen, Thomas
- Hendrich, Lars
- Balke, Michael",,10.3897/BDJ.5.e19938.figure9
NO,zenodo,Figure 9a from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure9a
NO,zenodo,Figure 9b from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.figure9b
NO,zenodo,Final Report on Citizen Science at School,"- Anna Cigarini
- Isabelle Bonhoure
- Julian Vicens
- Josep Perelló",,10.5281/zenodo.2535591
NO,google scholar,Finance 4.0 Concept (Technical Report),MM Dapp and S Klauser and M Ballandies,https://www.researchcollection.ethz.ch/bitstream/handle/20.500.11850/286469/D.3.2ReportonFinance4.0Concept%28M12report%29-PUBLICv2.pdf?sequence=5&isAllowed=y,
NO,zenodo,"FinBIF: An all-embracing, integrated, cross-sectoral biodiversity data infrastructure","- Schulman, Leif
- Juslén, Aino
- Lahti, Kari",,10.3897/biss.3.37253
NO,zenodo,Finding the Law for Sharing Data in Academia,"- Hoorn, Esther
- Domingus, Marlon",,10.5281/zenodo.32762
NO,google scholar,Fingerprinting seismic activity across an internet of things,JPT Moore and JN Bagale…,https://ieeexplore.ieee.org/abstract/document/6208718/,
NO,zenodo,Finite Element Study of a DfD Beam-Column Connection,"- Zhi Sheng Lin
- K. C. G. Ong
- Lado Riannevo Chandra
- Bee Hong Angeline Tan
- Chat Tim Tam
- Sze
Dai Pang",,10.5281/zenodo.1328116
NO,zenodo,Finnish Biodiversity Information Facility - Improving the Taxonomic Coverage and Deepening the Information Content Through Collaboration,"- Lahti, Kari
- Skarp, Liselott",,10.3897/biss.3.38274
NO,zenodo,Finnish Citizen Science Based Bird Monitoring Schemes and User Interfaces in FinBIF,"- Piha, Markus
- Björklund, Heidi
- Lehikoinen, Aleksi
- Meller, Kalle
- Piirainen, Esko
- Valkama, Jari",,10.3897/biss.3.37274
NO,zenodo,"First records of giant pill-millipedes from Laos (Diplopoda, Sphaerotheriida, Zephroniidae)","- Wesener, Thomas",,10.11646/zootaxa.4563.2.1
NO,zenodo,First results of the PlanetFour Citizen Science project,"- Aye, K.-Michael
- Schwamb, Meg E.
- Hansen, C. J.
- Portyankina, Ganna",,10.5281/zenodo.34114
NO,zenodo,Fitness for Use: The BDQIG aims for improved Stability and Consistency,"- Chapman, Arthur
- Saraiva, Antonio
- Belbin, Lee
- Veiga, Allan
- Nicholls, Miles
- Zermoglio, Paula
- Morris, Paul
- Schigel, Dmitry
- Thompson, Alexander",,10.3897/tdwgproceedings.1.20240
NO,zenodo,Five Level Switched High Intensity Focused Ultrasound Driver Design,"- Thomas M. Carpenter
- Chris Adams
- Steven Freear
- D.M.J. Cowell
- James McLaughlan",,10.5281/zenodo.1302938
NO,google scholar,Flying a kite: playful mapping in a multidisciplinary field-course,J Pánek and V Pászto and C Perkins,https://www.tandfonline.com/doi/abs/10.1080/03098265.2018.1463975,
NO,zenodo,FoAM Kernow Activity Report 2014-2015,"- Griffiths, Amber
- Griffiths, David",,10.5281/zenodo.1119052
NO,zenodo,FoAM Kernow Activity Report 2016,"- Griffiths, Amber
- Griffiths, David",,10.5281/zenodo.1119577
NO,zenodo,FoAM Kernow Activity Report 2017,"- Griffiths, Amber
- Weatherill, Aidan
- Griffiths, David",,10.5281/zenodo.1119585
NO,google scholar,Formal and informal environmental sensing data and integration potential: Perceptions of citizens and experts,Q Jiang and AK Bregt and L Kooistra,https://www.sciencedirect.com/science/article/pii/S0048969717330474,
NO,google scholar,fOSSa 2015 in Nantes,S Antipolis-Méditerranée,https://www.inria.fr/en/centre/rennes/news/fossa-2015-in-nantes,
NO,zenodo,FOSTER Open Science to Scientific Research,"- Pontika, Nancy
- Grigorov, Ivo
- FOSTER Consortium Members",,10.5281/zenodo.19878
NO,zenodo,Fostering a Next GeneRation of European Photovoltaic SoCiety through Open Science - Proposal Granted Nº 787289,"- Cristóbal López, Ana Belén",,10.5281/zenodo.1466869
NO,google scholar,Fractivism: Corporate bodies and chemical bonds,SA Wylie,https://books.google.com/books?hl=es&lr=&id=08FIDwAAQBAJ&oi=fnd&pg=PT114&dq=(%22open-source+hardware%22+OR+%22open-design+movement%22+OR+%22open+design%22+OR+%22open+hardware%22+OR+%22open+machine+design%22)+AND+(%22citizen+science%22+OR+%22community+science%22+OR+%22crowd+science%22+OR+%22crowd-sourced+science%22+OR+%22civic+science%22+OR+%22volunteer+monitoring%22)&ots=LqsB6J1fQA&sig=6D9ZPR9m-NO_LDK6tvq-HBnTsIg,
NO,google scholar,Framing Open Design through Theoretical Concepts and Practical Applications: A Systematic,Y Bakırlıoğlu and C Kohtala,https://research.aalto.fi/files/32431895/Framing_Open_Design_through_Theoretical_Concepts_and_Practical_Applications.pdf,
NO,google scholar,Framing Open Design through Theoretical Concepts and Practical Applications: A Systematic Literature Review,Y Bakırlıoğlu and C Kohtala,https://www.tandfonline.com/doi/abs/10.1080/07370024.2019.1574225,
NO,zenodo,Free software and open culture in Serbia,"- Satarić, Dragan",,10.5281/zenodo.1477080
NO,google scholar,"Free/Libre, Open, Commons and Collaborative Science Buen Conocer-FLOK Society",XE Barandiaran and D Araya and P Castillo and N Baur,https://floksociety.org/docs/Ingles/1/1.2.pdf,
NO,google scholar,Fringe biotechnology,NS Vaage,https://link.springer.com/article/10.1057/s41292-016-0033-0,
NO,google scholar,From Chemical Reactions to Community Interactions–A Case Study on The Development of Community-Based Learning and Research,C McDonnell,http://eprints.teachingandlearning.ie/2938/,
SI,google scholar,From Citizen Science to Do It Yourself Science,S Nascimento and AG Pereira and A Ghezzi,https://www.vbio.de/fileadmin/user_upload/wissenschaft/pdf/ldna27095enn.pdf,
NO,google scholar,From design fiction to design friction: Speculative and participatory design of values-embedded urban technology,L Forlano and A Mathew,https://www.tandfonline.com/doi/abs/10.1080/10630732.2014.971525,
NO,zenodo,From Dickens to Data Science - Making the Case for Transcendental Information Cascades,- Markus Luczak-Roesch,,10.5281/zenodo.1188914
NO,google scholar,From information to participation and self-organization: Visions for European river basin management,J Euler and S Heldt,https://www.sciencedirect.com/science/article/pii/S0048969717331303,
NO,google scholar,From open access to open science: the path from scientific reality to open scientific communication,C Heise and JM Pearce,https://www.researchgate.net/profile/Christian_Heise2/publication/333015087_From_open_access_to_open_science_The_path_from_scientific_reality_to_open_scientific_communication/links/5ce90d4d299bf14d95b79c28/From-open-access-to-open-science-The-path-from-scientific-reality-to-open-scientific-communication.pdf,
NO,google scholar,From Participatory Sensing to Making Sense,M Balestrini and T Diez and F Kresin,https://www.researchgate.net/profile/Frank_Kresin/publication/317524400_From_Participatory_Sensing_to_Making_Sense/links/593d1a57aca272c4d9a8e5f3/From-Participatory-Sensing-to-Making-Sense.pdf,
NO,google scholar,From Public Value to Social Value of Digital Government: Co-Creation and Social Innovation in European Union Initiatives,A Halmos and G Misuraca and G Viscusi,https://infoscience.epfl.ch/record/262820,
NO,google scholar,From Science 2.0 to Open Science,K Mayer,http://www.academia.edu/download/43609505/From_Science_2.0_to_Open_Science_-_Turni20160310-29706-1mqz4hj.pdf,
NO,google scholar,From social to civic: Public engagement with iot in places and communities,C Liu and M Balestrini and GN Vilaza,https://link.springer.com/chapter/10.1007/978-3-319-94659-7_10,
NO,google scholar,From the shrink in your pocket to the quantified self: self-tracking and self-care,J Ranck,https://link.springer.com/chapter/10.1007/978-3-319-40980-1_5,
NO,google scholar,Future Everybody,D Hemment and C Gere,https://discovery.dundee.ac.uk/ws/portalfiles/portal/20383124/Final_Published_Version.pdf,
NO,google scholar,Game Grids and Game Culture: Research Vision,W Scacchi,http://www.ics.uci.edu/~wscacchi/Presentations/GameGrid/GameLab.pdf,
NO,google scholar,Gamification as an Architecture of Participation: An Investigation of an Innovation Maker Community.,S Hofferbert and M Cahalane and P Finnegan,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1042&context=ecis2015_rip,
NO,google scholar,"Gamification, citizen science, and civic technologies: In search of the common good",R Spitz and CP Junior and F Queiroz and LC Leite…,http://revistas.unisinos.br/index.php/sdrj/article/view/sdrj.2018.113.11,
NO,zenodo,Gamified Crowdsourcing for Disaster Risk Management,"- Frisiello, Antonella
- Nhu Nguyen, Quynh
- Rossi, Claudio
- Dominici, Fabrizio",,10.5281/zenodo.1149042
NO,google scholar,Gathering for Open Science Hardware 2016,S Dosemagen and M Liboiron…,https://openhardware.metajnl.com/article/10.5334/joh.5/,
NO,google scholar,"GENOME HACKERS. REBEL BIOLOGY, OPEN SOURCE AND SCIENCE ETHIC",A Delfanti,https://air.unimi.it/handle/2434/159641,
NO,google scholar,GeoSpatial IoT-the Need for an Event-Driven Spatial Data Infrastructure,M Rieke and L Bigagli and S Herle and S Jirka and A Kotsev and T Liebig…,https://www.researchgate.net/profile/Alexander_Kotsev/publication/326847479_GeoSpatial_IoT_-_the_Need_for_an_Event-Driven_Spatial_Data_Infrastructure/links/5b693a6f92851ca650511d9e/GeoSpatial-IoT-the-Need-for-an-Event-Driven-Spatial-Data-Infrastructure.pdf,
NO,google scholar,Geospatial IoT—The need for event-driven architectures in contemporary spatial data infrastructures,M Rieke and L Bigagli and S Herle and S Jirka and A Kotsev…,https://www.mdpi.com/2220-9964/7/10/385,
NO,google scholar,Geotagger: A collaborative environmental inquiry platform,JA Fails and K Herbert and E Hill and A De Stefano…,https://ieeexplore.ieee.org/abstract/document/7210453/,
NO,google scholar,German Future Earth Summit (2014) Conference Summary Report 27./28. Jan 2014 Berlin,B Schmalzbauer and M Visbeck,http://oceanrep.geomar.de/id/eprint/43572,
NO,google scholar,German Future Earth Summit 27/28 Jan 14 Berlin: Book of abstracts,B Schmalzbauer and M Visbeck,http://oceanrep.geomar.de/43573/1/BookofAbstracts_final.pdf,
NO,google scholar,"Giesinger Hall, C",S Adams Becker and A Freeman,https://www.k12blueprint.com/sites/default/files/2016-nmc-cosn-horizon-report-k12.pdf,
NO,google scholar,"Giesinger Hall, C., Cummins, M., & Yuhnke, B.(2016)",S Adams Becker and A Freeman,http://code.educalab.es/wp-content/uploads/2017/10/2016-nmc-cosn-horizon-report-k12-EN.pdf,
NO,zenodo,Global Biodiversity Knowledge Commons and Civil Society of the Global South,"- Dhandapani, Balasubramanian
- Rajagopal, Prabhakar
- Barve, Vijay
- Koparde, Pankaj
- Saraiva, Antonio",,10.3897/biss.3.37068
NO,google scholar,Global Citizenship: Plausible Fears and Necessary Dreams,D Bollier,http://www.greattransition.org/images/Bollier_Commons_as_a_Template_for_Transformation.pdf,
NO,google scholar,Global open science hardware roadmap: making open science hardware ubiquitous by 2025,M Nkoudou and T Hervé and D Bild and F Grey and H Toivonen…,https://corpus.ulaval.ca/jspui/handle/20.500.11794/32787,
NO,zenodo,"GLOBIS-B Position Paper for Policymakers on the Potential Solutions to Scientific, Technical and Legal Interoperability Issues","- Alonso García, Enrique",,10.5281/zenodo.1323495
NO,zenodo,GNU/Linux and its place through history,"- Popović, Srđan",,10.5281/zenodo.1411176
NO,google scholar,GOSH! A roadmap for open-source science hardware,S Pandolfi,http://cds.cern.ch/record/2137964,
NO,google scholar,Governing Amateur Biology,C Jefferson,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.729.8849&rep=rep1&type=pdf,
NO,zenodo,GPS Essential for Mapping Species Distribution,"- RSM Shamsudeen
- Ramya Rajan",,10.5281/zenodo.1484669
NO,google scholar,Grassroots digital fabrication in makerpaces. Report from a World Café,A Smith and S Hielscher and S Dickel and E van Oost and J Søderberg,http://sro.sussex.ac.uk/53355/1/Hielscherworldcafereport.pdf,
